step,belief_entropy
143,-1.0000872027993297e-12
144,-1.0000886331767396e-12
145,-1.0000887033007213e-12
146,-1.000042965896444e-12
147,-1.0000848370799486e-12
148,-9.995856216039079e-13
149,-1.0000889003425628e-12
150,-1.0000653466063303e-12
151,-9.92278044158531e-13
152,-1.0000888899611596e-12
153,-1.0000870948457475e-12
154,-9.960117161704414e-13
155,-9.595356791779171e-13
156,-9.99457878355477e-13
157,-1.000088804063768e-12
158,-1.0000889005597761e-12
159,-9.818223752755238e-13
160,-1.0000888968527832e-12
161,-1.000088855416683e-12
162,-1.000086876502092e-12
163,-1.0000882758813073e-12
164,3.5921940990005613e-12
165,-9.903904991112508e-13
166,-1.0000769122159785e-12
167,-1.0000888401970605e-12
168,-9.956236380700535e-13
169,-1.0000888969266322e-12
170,6.857827398322268e-11
171,-9.85066209218429e-13
172,-9.995605438356875e-13
173,2.806127844485692e-12
174,-1.0000717612700224e-12
175,1.6417077720456318e-12
176,-9.91720330713296e-13
177,-8.846586812789806e-13
178,-9.88832040950077e-13
179,-1.0000873829168757e-12
180,-8.937168913720716e-13
181,1.463502436192689e-11
182,-1.0000888921515126e-12
183,-1.0000296754915973e-12
184,-9.956009814705384e-13
185,-9.990294606465875e-13
186,-1.0000879655991554e-12
187,-9.998339231960278e-13
188,-1.0000733416721977e-12
189,-9.998022128951642e-13
190,-1.0000623905866695e-12
191,-9.995934552464374e-13
192,-1.0000889005714958e-12
193,-9.988208115637614e-13
194,-9.595384115191278e-13
195,-1.0000884883277153e-12
196,-9.99970702397611e-13
197,7.8910436535668e-13
198,-9.706267815775914e-13
199,-1.000087522183695e-12
200,-9.987792940501982e-13
201,-9.94772234753688e-13
202,-1.0000849249150604e-12
203,-1.0000887803344905e-12
204,7.646669381444388e-13
205,-1.0000801860915148e-12
206,-9.993876679800628e-13
207,-9.010829431808646e-13
208,-9.99671840087827e-13
209,-1.0000888988588597e-12
210,-9.990629125686417e-13
211,-9.41227488239487e-13
212,-1.0000659961126515e-12
213,-9.997578720647627e-13
214,-9.988903317369707e-13
215,-1.0000889004661116e-12
216,-1.000084824001445e-12
217,-1.0000880648264117e-12
218,-9.965955078987982e-13
219,-9.739467006416115e-13
220,-9.99490207636744e-13
221,-9.995928622653859e-13
222,-1.0000463734697206e-12
223,-1.000087640825791e-12
224,-9.98750723637199e-13
225,-1.00008889914297e-12
226,-9.999507269555253e-13
227,-1.0000780418524356e-12
228,-9.6501609578669e-13
229,-9.426287592910024e-13
230,-9.999436519378374e-13
231,-1.0000888925337157e-12
232,-1.0000298533591213e-12
233,-1.0000871823370327e-12
234,-1.0000888531843234e-12
235,1.2477079939468627e-11
236,-1.0000870915596976e-12
237,-1.0000888724235186e-12
238,-1.0000888995500093e-12
239,-1.0000886167451632e-12
240,-1.0000792010128377e-12
241,-9.992551277263012e-13
242,-9.921109347250607e-13
243,1.1415795824931533e-11
244,-1.000082617663523e-12
245,-1.0000885986636455e-12
246,-1.000086051170377e-12
247,-1.0000870464162302e-12
248,-9.928966495165836e-13
249,-1.0000888344057711e-12
250,-1.0000035077854704e-12
251,-1.000086812401802e-12
252,-1.0000675265405691e-12
253,-1.0000888949507522e-12
254,-9.972122199707607e-13
255,-9.988965242572951e-13
256,-1.0000888546864301e-12
257,-9.999127030826997e-13
258,-9.988085306519157e-13
259,-1.000050654782578e-12
260,-1.0000839357250483e-12
261,-1.0000889005813775e-12
262,-1.0000888895463214e-12
263,-1.0000354786144774e-12
264,-9.280139750804807e-13
265,-1.0000888856035e-12
266,-1.000088713221301e-12
267,-9.992635987261386e-13
268,-1.0000889000600714e-12
269,-9.697403617804693e-13
270,-9.885597058166289e-13
271,-1.0000869379519919e-12
272,-9.999165128475417e-13
273,-9.998426237560318e-13
274,2.8226632222801613e-12
275,5.149054796508995e-12
276,-9.988908297577846e-13
277,-9.997729259393896e-13
278,-1.0000887946492226e-12
279,-9.996356750817926e-13
280,-1.000085540506631e-12
281,-9.954752355340342e-13
282,-9.96889515344202e-13
283,-9.979154042306528e-13
284,-9.989585947486437e-13
285,-1.0000888841313463e-12
286,-1.00008884503426e-12
287,-1.000088883191154e-12
288,-1.0000651140867e-12
289,-1.0000888663173547e-12
290,-9.99972493622758e-13
291,-1.0000888100337937e-12
292,-1.0000886944381344e-12
293,-1.000085218599302e-12
294,-9.999522589503665e-13
295,-1.0000886556056906e-12
296,-1.000088705285304e-12
297,-1.0000885996124255e-12
298,-1.0000888692751924e-12
299,-9.990642702183203e-13
300,-1.0000888903134802e-12
301,-1.0000684492412273e-12
302,-9.97887834551755e-13
303,-1.000088900364145e-12
304,-9.821796512376435e-13
305,-9.994762513096518e-13
306,-9.975917638649706e-13
307,-1.0000851358041778e-12
308,-1.0000860719102875e-12
309,-1.0000784912914286e-12
310,-9.999697139029416e-13
311,-9.98715049384977e-13
312,-9.998826284164899e-13
313,-9.946168791779054e-13
314,-1.00008890055878e-12
315,-1.0000889000538639e-12
316,-9.977751669934449e-13
317,-1.0000889001735936e-12
318,-1.0000025490084094e-12
319,-9.999988613892472e-13
