time_hours,p_Healthy,p_Degraded,p_MaintenanceRequired,p_FailedRecoverable,p_FailedPermanent
0.0,1.0,0.0,0.0,0.0,0.0
0.8442211055276382,0.9255556927091089,0.04294088781850622,0.014898258429909028,0.007990617276712677,0.00861454376576321
1.6884422110552764,0.8678885871088036,0.07335092655972104,0.026367237377574106,0.014850583062837661,0.017542665891063583
2.5326633165829144,0.8230085118867128,0.09468781781110752,0.035102183849976834,0.020473444198222265,0.026728042253980597
3.3768844221105527,0.7878099571234,0.10947840027844254,0.041669994449649576,0.02493084442565776,0.03611080372285007
4.221105527638191,0.7599000454364356,0.11956240873747712,0.04653365131127548,0.02836937628140768,0.045634518233404094
5.065326633165829,0.737450937719259,0.1262745595680926,0.05006882643635959,0.0309562390153858,0.05524943726090297
5.909547738693467,0.7190769834327316,0.13057987295540913,0.052577357996429715,0.03285221971634405,0.06491356589908576
6.7537688442211055,0.7037347893338154,0.13317376467116693,0.05429915670274999,0.034199752177419135,0.07459253711484848
7.597989949748744,0.690643386334735,0.13455575178082896,0.055422900382407325,0.03511907045619543,0.08425889104583345
8.442211055276381,0.6792213779259213,0.1350835027387896,0.05609550954745565,0.03570849455660137,0.09389111523123206
9.28643216080402,0.6690380535488242,0.13501231829114235,0.05643035377021786,0.036046627789579774,0.10347264660023564
10.130653266331658,0.6597757510327381,0.13452386312131648,0.05651419438489083,0.03619525134337991,0.11299094011767455
10.974874371859297,0.6512011331455302,0.1337470007187827,0.05641293456754756,0.03620228019621102,0.12243665137192856
11.819095477386934,0.6431434343222616,0.13277285042406956,0.05617629442876117,0.0361044736555905,0.13180294716931762
12.663316582914574,0.6354780972606378,0.13166563314782384,0.05584155228481676,0.035929777111183434,0.14108494019553827
13.507537688442211,0.6281145381487505,0.13047045868139634,0.055436498235165346,0.03569926988339375,0.15027923505129395
14.351758793969848,0.6209870486908152,0.12921889959352398,0.05498173879475415,0.03542874327488295,0.15938356964602401
15.195979899497488,0.6140480643606315,0.1279329685980508,0.0544924770450029,0.0351299543567562,0.1683965356395588
16.040201005025125,0.6072632062900358,0.12662794807522987,0.05397987555017848,0.034811607202830566,0.17731736288172562
16.884422110552762,0.6006076450315633,0.12531439693442203,0.053452091723586226,0.034480111575042695,0.18614575473538575
17.728643216080403,0.5940634444031425,0.12399956970132292,0.05291505892536856,0.03414016369302748,0.1948817632771384
18.57286432160804,0.5876176285493693,0.12268841692935009,0.05237307207779045,0.03379518705967422,0.20352569538381554
19.417085427135678,0.5812607803305214,0.12138428828729696,0.051829224252362124,0.03344766462493403,0.21207804250488532
20.261306532663315,0.5749860284636736,0.12008942513866674,0.05128573048252591,0.0330993874689956,0.22053942844613783
21.105527638190953,0.5687883180021445,0.11880530453022117,0.05074416679718005,0.032751639921440326,0.22891057074901383
21.949748743718594,0.5626638865688853,0.11753287861600129,0.05020564589739491,0.032405336651807275,0.23719225226591134
22.79396984924623,0.5566098894827125,0.11627274072708539,0.04967094573958101,0.0320611237131086,0.24538530033751277
23.63819095477387,0.5506241322690206,0.11502524014522625,0.04914060328567163,0.031719452691797025,0.2534905716082853
24.482412060301506,0.544704880367229,0.11379056112271106,0.04861498260580857,0.03138063490076397,0.2615089410034873
25.326633165829147,0.5388507241583974,0.11256877706592973,0.04809432417656615,0.031044880835039222,0.2694412937640675
26.170854271356784,0.5330604835133794,0.11135988752734864,0.047578780446590134,0.030712328793523664,0.277288519719158
27.015075376884422,0.5273331404883013,0.1101638433416332,0.047068441411117726,0.030383065569468244,0.2850515091894793
27.85929648241206,0.5216677920065285,0.10898056361766478,0.04656335294338741,0.030057141357398925,0.29273115007502015
28.703517587939697,0.5160636166896264,0.10780994715954814,0.046063529893055344,0.02973458045820112,0.30032832579956964
29.547738693467338,0.5105198516744891,0.10665188009387867,0.04556896541634546,0.02941538894224818,0.30784391387303844
30.391959798994975,0.505035776457084,0.10550624092616497,0.04507963760136034,0.02909956011772159,0.3152787848976696
31.236180904522612,0.4996107016650341,0.1043729038644172,0.04459551415794116,0.028787078420515484,0.322633801892092
32.08040201005025,0.4942439612766539,0.10325174098168051,0.04411655572687391,0.028477922172616396,0.32990981984217593
32.92462311557789,0.4889349072420392,0.10214262360578535,0.0436427182071975,0.028172065531840183,0.3371076854131382
33.768844221105525,0.4836829057727311,0.10104542319863766,0.04317395438731995,0.027869479865446505,0.3442282367758647
34.61306532663316,0.4784873347863926,0.09996001190126455,0.0427102150840092,0.02757013471453593,0.3512723035137974
35.45728643216081,0.47334758214812217,0.09888626286224551,0.042251449934577585,0.02727399846866456,0.35824070658639007
36.301507537688444,0.4682630444591329,0.09782405042749373,0.041797607945423726,0.02698103883587698,0.36513425833207214
37.14572864321608,0.4632331262200225,0.09677325024263628,0.04134863786995349,0.026691223168754,0.37195376249863304
37.98994974874372,0.4582572392493117,0.09573373930136371,0.04090448846740537,0.02640451868944057,0.37870001429247835
38.834170854271356,0.45333480227516487,0.09470539596123143,0.04046510867882966,0.026120892644027227,0.38537380044074643
39.678391959798994,0.44846524064405086,0.09368809994055477,0.04003044774564147,0.025840312407691697,0.39197589926206167
40.52261306532663,0.44364798610796535,0.09268173230490989,0.039600455288517966,0.025562745555638755,0.3985070807429675
41.36683417085427,0.438882476664179,0.0916861754484387,0.03917508135902309,0.025288159910373746,0.40496810661798616
42.211055276381906,0.43416815642988715,0.09070131307303009,0.03875427647255467,0.0250165235726608,0.411359730451867
43.05527638190955,0.4295044755399703,0.08972703016712799,0.03833799162856683,0.024747804941284708,0.4176826977230489
43.89949748743719,0.42489089005994807,0.08876321298508083,0.03792617832216508,0.024481972725162438,0.4239377459076439
44.743718592964825,0.4203268619089018,0.08780974902746518,0.03751878854989103,0.02421899595025601,0.4301256045634855
45.58793969849246,0.415811858788947,0.0868665270225274,0.037115774811623495,0.023958843962973687,0.43624699541392886
46.4321608040201,0.4113453541189767,0.08593343690872456,0.036717090109902026,0.02370148643121477,0.44230263243118256
47.27638190954774,0.4069268269712682,0.08501036981828111,0.036322687947564644,0.023446893343847985,0.4482932219190395
48.120603015075375,0.40255576201000587,0.08409721806163223,0.035932522324293475,0.023195035009158555,0.454219462594909
48.96482412060301,0.39823164943117134,0.0831938751126339,0.03554654773247062,0.02294588205262658,0.46008204567109745
49.80904522613065,0.39395398490341027,0.08230023559441146,0.03516471915260812,0.022699405414278725,0.46588165493529177
50.653266331658294,0.38972226950970623,0.081416195265752,0.034786992048528885,0.02245557634577704,0.47161896683023585
